Department,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28,text
Enfeksiyon Hastalıkları,Kovid,öksürük,yüksek ateş,yorgunluk,tat kaybı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kovid. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: öksürük, yüksek ateş, yorgunluk, tat kaybı."
Enfeksiyon Hastalıkları,Kovid,tat kaybı,yorgunluk,yüksek ateş,öksürük,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kovid. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: tat kaybı, yorgunluk, yüksek ateş, öksürük."
Enfeksiyon Hastalıkları,Kovid,yüksek ateş,öksürük,yorgunluk,tat kaybı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kovid. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: yüksek ateş, öksürük, yorgunluk, tat kaybı."
Enfeksiyon Hastalıkları,Kovid,yorgunluk,koku kaybı,yüksek ateş,öksürük,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kovid. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: yorgunluk, koku kaybı, yüksek ateş, öksürük."
Enfeksiyon Hastalıkları,Kovid,koku kaybı,yorgunluk,yüksek ateş,öksürük,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kovid. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: koku kaybı, yorgunluk, yüksek ateş, öksürük."
Enfeksiyon Hastalıkları,Kovid,tat kaybı,öksürük,yorgunluk,yüksek ateş,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kovid. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: tat kaybı, öksürük, yorgunluk, yüksek ateş."
Enfeksiyon Hastalıkları,Kovid,yüksek ateş,yorgunluk,öksürük,tat kaybı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kovid. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: yüksek ateş, yorgunluk, öksürük, tat kaybı."
Genel Cerrahi,Dimorfik Hemoroid,kabızlık,dışkı sırasında ağrı,anal bölgede ağrı,anüs tahrişi,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Dimorfik Hemoroid. Bölüm: Genel Cerrahi. Belirtiler: kabızlık, dışkı sırasında ağrı, anal bölgede ağrı, anüs tahrişi."
Genel Cerrahi,Dimorfik Hemoroid,kabızlık,dışkı sırasında ağrı,anal bölgede ağrı,kanlı dışkı,anüs tahrişi,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Dimorfik Hemoroid. Bölüm: Genel Cerrahi. Belirtiler: kabızlık, dışkı sırasında ağrı, anal bölgede ağrı, kanlı dışkı, anüs tahrişi."
Genel Cerrahi,Dimorfik Hemoroid,kabızlık,dışkı sırasında ağrı,kanlı dışkı,anüs tahrişi,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Dimorfik Hemoroid. Bölüm: Genel Cerrahi. Belirtiler: kabızlık, dışkı sırasında ağrı, kanlı dışkı, anüs tahrişi."
Genel Cerrahi,Dimorfik Hemoroid,dışkı sırasında ağrı,anal bölgede ağrı,kanlı dışkı,anüs tahrişi,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Dimorfik Hemoroid. Bölüm: Genel Cerrahi. Belirtiler: dışkı sırasında ağrı, anal bölgede ağrı, kanlı dışkı, anüs tahrişi."
Genel Cerrahi,Dimorfik Hemoroid,kabızlık,dışkı sırasında ağrı,anal bölgede ağrı,kanlı dışkı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Dimorfik Hemoroid. Bölüm: Genel Cerrahi. Belirtiler: kabızlık, dışkı sırasında ağrı, anal bölgede ağrı, kanlı dışkı."
Genel Cerrahi,Dimorfik Hemoroid,kabızlık,anal bölgede ağrı,kanlı dışkı,anüs tahrişi,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Dimorfik Hemoroid. Bölüm: Genel Cerrahi. Belirtiler: kabızlık, anal bölgede ağrı, kanlı dışkı, anüs tahrişi."
Enfeksiyon Hastalıkları,Mantar Enfeksiyonu,kaşıntı,deri döküntüsü,bezeli cilt döküntüleri,diskromik yaralar,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Mantar Enfeksiyonu. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: kaşıntı, deri döküntüsü, bezeli cilt döküntüleri, diskromik yaralar."
Enfeksiyon Hastalıkları,Mantar Enfeksiyonu,kaşıntı,deri döküntüsü,diskromik yaralar,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Mantar Enfeksiyonu. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: kaşıntı, deri döküntüsü, diskromik yaralar."
Enfeksiyon Hastalıkları,Mantar Enfeksiyonu,deri döküntüsü,bezeli cilt döküntüleri,diskromik yaralar,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Mantar Enfeksiyonu. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: deri döküntüsü, bezeli cilt döküntüleri, diskromik yaralar."
Enfeksiyon Hastalıkları,Mantar Enfeksiyonu,kaşıntı,bezeli cilt döküntüleri,diskromik yaralar,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Mantar Enfeksiyonu. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: kaşıntı, bezeli cilt döküntüleri, diskromik yaralar."
Nöroloji,Paroksismal Pozisyonel Vertigo,kusma,baş ağrısı,mide bulantısı,dönme hareketleri,denge kaybı,kararsızlık,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Paroksismal Pozisyonel Vertigo. Bölüm: Nöroloji. Belirtiler: kusma, baş ağrısı, mide bulantısı, dönme hareketleri, denge kaybı, kararsızlık."
Nöroloji,Paroksismal Pozisyonel Vertigo,kusma,baş ağrısı,mide bulantısı,dönme hareketleri,denge kaybı,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Paroksismal Pozisyonel Vertigo. Bölüm: Nöroloji. Belirtiler: kusma, baş ağrısı, mide bulantısı, dönme hareketleri, denge kaybı."
Nöroloji,Paroksismal Pozisyonel Vertigo,kusma,baş ağrısı,mide bulantısı,dönme hareketleri,kararsızlık,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Paroksismal Pozisyonel Vertigo. Bölüm: Nöroloji. Belirtiler: kusma, baş ağrısı, mide bulantısı, dönme hareketleri, kararsızlık."
Nöroloji,Paroksismal Pozisyonel Vertigo,baş ağrısı,mide bulantısı,dönme hareketleri,denge kaybı,kararsızlık,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Paroksismal Pozisyonel Vertigo. Bölüm: Nöroloji. Belirtiler: baş ağrısı, mide bulantısı, dönme hareketleri, denge kaybı, kararsızlık."
Nöroloji,Paroksismal Pozisyonel Vertigo,kusma,mide bulantısı,dönme hareketleri,denge kaybı,kararsızlık,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Paroksismal Pozisyonel Vertigo. Bölüm: Nöroloji. Belirtiler: kusma, mide bulantısı, dönme hareketleri, denge kaybı, kararsızlık."
Nöroloji,Paroksismal Pozisyonel Vertigo,kusma,baş ağrısı,dönme hareketleri,denge kaybı,kararsızlık,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Paroksismal Pozisyonel Vertigo. Bölüm: Nöroloji. Belirtiler: kusma, baş ağrısı, dönme hareketleri, denge kaybı, kararsızlık."
Nöroloji,Paroksismal Pozisyonel Vertigo,kusma,baş ağrısı,mide bulantısı,denge kaybı,kararsızlık,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Paroksismal Pozisyonel Vertigo. Bölüm: Nöroloji. Belirtiler: kusma, baş ağrısı, mide bulantısı, denge kaybı, kararsızlık."
Genel Dahiliye,Nezle,ateş,öksürük,boğaz ağrısı,burun akıntısı veya tıkalı burun,kas ağrıları,baş ağrısı,yorgunluk,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Nezle. Bölüm: Genel Dahiliye. Belirtiler: ateş, öksürük, boğaz ağrısı, burun akıntısı veya tıkalı burun, kas ağrıları, baş ağrısı, yorgunluk."
Göğüs Hastalıkları,Bronşit,öksürük,mukus üretimi,nefes darlığı,göğüs ağrısı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Bronşit. Bölüm: Göğüs Hastalıkları. Belirtiler: öksürük, mukus üretimi, nefes darlığı, göğüs ağrısı."
Göğüs Hastalıkları,Akciğer İltihaplanması (zatüre),ateş,öksürük,nefes darlığı,göğüs ağrısı,yorgunluk,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Akciğer İltihaplanması (zatüre). Bölüm: Göğüs Hastalıkları. Belirtiler: ateş, öksürük, nefes darlığı, göğüs ağrısı, yorgunluk."
Kardiyoloji,Kalp Krizi,göğüs ağrısı,nefes darlığı,mide bulantısı,kusma,denge kaybı,terlemek,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kalp Krizi. Bölüm: Kardiyoloji. Belirtiler: göğüs ağrısı, nefes darlığı, mide bulantısı, kusma, denge kaybı, terlemek."
Nöroloji,Felç,ani güç kaybı,vücudun bir tarafında uyuşukluk,bilinç bulanıklığı,konuşma zorluğu,tek gözde görme sorunu,şiddetli baş ağrısı,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Felç. Bölüm: Nöroloji. Belirtiler: ani güç kaybı, vücudun bir tarafında uyuşukluk, bilinç bulanıklığı, konuşma zorluğu, tek gözde görme sorunu, şiddetli baş ağrısı."
Onkoloji,Kanser,yumru,açıklanamayan kilo kaybı,yorgunluk,bağırsaktaki değişiklikler,mesane alışkanlığında değişiklik,inatçı öksürük,hazımsızlık,açıklanamayan kanama veya akıntı,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kanser. Bölüm: Onkoloji. Belirtiler: yumru, açıklanamayan kilo kaybı, yorgunluk, bağırsaktaki değişiklikler, mesane alışkanlığında değişiklik, inatçı öksürük, hazımsızlık, açıklanamayan kanama veya akıntı."
Dahiliye (İç Hastalıkları),Diyabet,artan susuzluk,sık idrara çıkma,açıklanamayan kilo kaybı,yorgunluk,bulanık görüş,iyileşmesi yavaş olan kesikler,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Diyabet. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: artan susuzluk, sık idrara çıkma, açıklanamayan kilo kaybı, yorgunluk, bulanık görüş, iyileşmesi yavaş olan kesikler."
Nöroloji,Alzheimer Hastalığı,hafıza kaybı,bilinç bulanıklığı,düşünme zorluğu,kişilik veya davranıştaki değişiklikler,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Alzheimer Hastalığı. Bölüm: Nöroloji. Belirtiler: hafıza kaybı, bilinç bulanıklığı, düşünme zorluğu, kişilik veya davranıştaki değişiklikler."
Ortopedi,Artrit,ağrı,sertlik,şişme,eklemlerde iltihaplanma,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Artrit. Bölüm: Ortopedi. Belirtiler: ağrı, sertlik, şişme, eklemlerde iltihaplanma."
Genel Dahiliye,Adenovirüs,ateş,boğaz ağrısı,öksürük,göz nezlesi veya iltihabı,döküntü,pembe göz,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Adenovirüs. Bölüm: Genel Dahiliye. Belirtiler: ateş, boğaz ağrısı, öksürük, göz nezlesi veya iltihabı, döküntü, pembe göz."
Genel Dahiliye,Aflatoksikoz,kusma,ishal,sarılık,karaciğer hasarı,ölüm,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Aflatoksikoz. Bölüm: Genel Dahiliye. Belirtiler: kusma, ishal, sarılık, karaciğer hasarı, ölüm."
Genel Dahiliye,Alerjik Rinit,burun akması,hapşırma,gözlerde kaşıntı,burun kaşıntısı,boğaz,damak,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Alerjik Rinit. Bölüm: Genel Dahiliye. Belirtiler: burun akması, hapşırma, gözlerde kaşıntı, burun kaşıntısı, boğaz, damak."
Dahiliye (İç Hastalıkları),Anemi,yorgunluk,nefes darlığı,soluk cilt,denge kaybı,baş dönmesi,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Anemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, nefes darlığı, soluk cilt, denge kaybı, baş dönmesi."
Psikiyatri,Anksiyete Bozukluğu,aşırı endişe,korku,günlük yaşamı etkileyen kaygı,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Anksiyete Bozukluğu. Bölüm: Psikiyatri. Belirtiler: aşırı endişe, korku, günlük yaşamı etkileyen kaygı."
Genel Cerrahi,Apandisit,sağ alt karın bölgesinde ağrı,mide bulantısı,kusma,ateş,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Apandisit. Bölüm: Genel Cerrahi. Belirtiler: sağ alt karın bölgesinde ağrı, mide bulantısı, kusma, ateş."
Genel Dahiliye,Asperger Sendromu,sosyal etkileşimde zorluk,tekrarlayan davranışlar,dikkat dağınıklığı,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Asperger Sendromu. Bölüm: Genel Dahiliye. Belirtiler: sosyal etkileşimde zorluk, tekrarlayan davranışlar, dikkat dağınıklığı."
Göğüs Hastalıkları,Astım,hırıltı,nefes darlığı,öksürme,göğüste sıkışma,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Astım. Bölüm: Göğüs Hastalıkları. Belirtiler: hırıltı, nefes darlığı, öksürme, göğüste sıkışma."
Genel Dahiliye,Bakteriyel Menenjit,ateş,baş ağrısı,boyun tutulması,mide bulantısı,kusma,ışığa duyarlılık,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Bakteriyel Menenjit. Bölüm: Genel Dahiliye. Belirtiler: ateş, baş ağrısı, boyun tutulması, mide bulantısı, kusma, ışığa duyarlılık."
Psikiyatri,Bipolar Bozukluk,aşırı ruh hali değişimleri,manito depresyonu,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Bipolar Bozukluk. Bölüm: Psikiyatri. Belirtiler: aşırı ruh hali değişimleri, manito depresyonu."
Üroloji,Mesane Kanseri,idrarda kan,idrar yaparken ağrı veya yanma,sık idrara çıkma,idrara çıkma aciliyeti,idrar kaçırma,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Mesane Kanseri. Bölüm: Üroloji. Belirtiler: idrarda kan, idrar yaparken ağrı veya yanma, sık idrara çıkma, idrara çıkma aciliyeti, idrar kaçırma."
Genel Dahiliye,Kan Pıhtısı,ağrı,şişme,kızarıklık,sıcaklık,zarar görmüş bölgede hassasiyet,nefes darlığı,göğüs ağrısı,nefes almada zorluk,kan tükürme,,,,,,,,,,,,,,,,,,,,"Hastalık: Kan Pıhtısı. Bölüm: Genel Dahiliye. Belirtiler: ağrı, şişme, kızarıklık, sıcaklık, zarar görmüş bölgede hassasiyet, nefes darlığı, göğüs ağrısı, nefes almada zorluk, kan tükürme."
Genel Dahiliye,Bursit,ağrı,şişme,rahimde iltihaplanma,eklemleri tamponlayan küçük sıvı kesesi,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Bursit. Bölüm: Genel Dahiliye. Belirtiler: ağrı, şişme, rahimde iltihaplanma, eklemleri tamponlayan küçük sıvı kesesi."
Onkoloji,Rahim Ağzı Kanseri,anormal pap testi sonuçları,anormal vajinal kanama,seks sırasında ağrı,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Rahim Ağzı Kanseri. Bölüm: Onkoloji. Belirtiler: anormal pap testi sonuçları, anormal vajinal kanama, seks sırasında ağrı."
Enfeksiyon Hastalıkları,Suçiçeği,döküntü,ateş,baş ağrısı,kas ağrıları,yorgunluk,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Suçiçeği. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: döküntü, ateş, baş ağrısı, kas ağrıları, yorgunluk."
Genel Dahiliye,Soğuk Algınlığı,burun akması,hapşırma,boğaz ağrısı,öksürük,tıkanıklık,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Soğuk Algınlığı. Bölüm: Genel Dahiliye. Belirtiler: burun akması, hapşırma, boğaz ağrısı, öksürük, tıkanıklık."
Göz Hastalıkları,Göz Nezlesi,kırmızı,kaşıntı,gözlerde sulanma,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Göz Nezlesi. Bölüm: Göz Hastalıkları. Belirtiler: kırmızı, kaşıntı, gözlerde sulanma."
Psikiyatri,Depresyon,üzüntü,umutsuzluk,aktivitelere ilgi kaybı,iştahtaki değişiklikler,uyumak,enerji seviyeleri,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Depresyon. Bölüm: Psikiyatri. Belirtiler: üzüntü, umutsuzluk, aktivitelere ilgi kaybı, iştahtaki değişiklikler, uyumak, enerji seviyeleri."
Genel Dahiliye,İshal,ishal,sulu dışkı,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: İshal. Bölüm: Genel Dahiliye. Belirtiler: ishal, sulu dışkı."
Genel Dahiliye,Yüksek Ateş,yüksek vücut ısısı,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hastalık: Yüksek Ateş. Bölüm: Genel Dahiliye. Belirtiler: yüksek vücut ısısı.
Genel Dahiliye,Gıda Zehirlenmesi,mide bulantısı,kusma,ishal,karın krampları,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Gıda Zehirlenmesi. Bölüm: Genel Dahiliye. Belirtiler: mide bulantısı, kusma, ishal, karın krampları."
Genel Dahiliye,Safra Taşları,sağ üst karın bölgesinde ağrı,mide bulantısı,kusma,ateş,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Safra Taşları. Bölüm: Genel Dahiliye. Belirtiler: sağ üst karın bölgesinde ağrı, mide bulantısı, kusma, ateş."
Kardiyoloji,Kalp Hastalığı,göğüs ağrısı,nefes darlığı,yorgunluk,baş dönmesi,bayılma,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kalp Hastalığı. Bölüm: Kardiyoloji. Belirtiler: göğüs ağrısı, nefes darlığı, yorgunluk, baş dönmesi, bayılma."
Enfeksiyon Hastalıkları,Grip,ateş,öksürük,boğaz ağrısı,burun akıntısı veya tıkalı burun,kas ağrıları,baş ağrısı,yorgunluk,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Grip. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: ateş, öksürük, boğaz ağrısı, burun akıntısı veya tıkalı burun, kas ağrıları, baş ağrısı, yorgunluk."
Genel Dahiliye,Huzursuz Bağırsak Sendromu,karın ağrısı,şişkinlik,kabızlık,ishal,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Huzursuz Bağırsak Sendromu. Bölüm: Genel Dahiliye. Belirtiler: karın ağrısı, şişkinlik, kabızlık, ishal."
Nefroloji,Böbrek Taşı,alt sırtta veya yan tarafta ağrı,mide bulantısı,kusma,idrarda kan,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Böbrek Taşı. Bölüm: Nefroloji. Belirtiler: alt sırtta veya yan tarafta ağrı, mide bulantısı, kusma, idrarda kan."
Göğüs Hastalıkları,Akciğer Kanseri,geçmeyen öksürük,nefes darlığı,göğüs ağrısı,açıklanamayan kilo kaybı,yorgunluk,balgamda kan,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Akciğer Kanseri. Bölüm: Göğüs Hastalıkları. Belirtiler: geçmeyen öksürük, nefes darlığı, göğüs ağrısı, açıklanamayan kilo kaybı, yorgunluk, balgamda kan."
Enfeksiyon Hastalıkları,Sıtma,ateş,üşümek,terlemek,baş ağrısı,kas ağrıları,yorgunluk,kusma,ishal,,,,,,,,,,,,,,,,,,,,,"Hastalık: Sıtma. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: ateş, üşümek, terlemek, baş ağrısı, kas ağrıları, yorgunluk, kusma, ishal."
Genel Dahiliye,Kızamık,ateş,öksürük,burun akması,kırmızı gözler,boğaz ağrısı,döküntü,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kızamık. Bölüm: Genel Dahiliye. Belirtiler: ateş, öksürük, burun akması, kırmızı gözler, boğaz ağrısı, döküntü."
Genel Dahiliye,Menenjit,ateş,baş ağrısı,boyun tutulması,mide bulantısı,kusma,ışığa duyarlılık,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Menenjit. Bölüm: Genel Dahiliye. Belirtiler: ateş, baş ağrısı, boyun tutulması, mide bulantısı, kusma, ışığa duyarlılık."
Enfeksiyon Hastalıkları,Mononükleoz,ateş,boğaz ağrısı,yorgunluk,şişmiş lenf düğümleri,döküntü,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Mononükleoz. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: ateş, boğaz ağrısı, yorgunluk, şişmiş lenf düğümleri, döküntü."
Enfeksiyon Hastalıkları,Kuduz,ateş,baş ağrısı,kas ağrıları,ısırık yerinde karıncalanma,yutma güçlüğü,su korkusu (kuduz),uçma korkusu,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kuduz. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: ateş, baş ağrısı, kas ağrıları, ısırık yerinde karıncalanma, yutma güçlüğü, su korkusu (kuduz), uçma korkusu."
Genel Dahiliye,Salmonella,ateş,ishal,karın krampları,mide bulantısı,kusma,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Salmonella. Bölüm: Genel Dahiliye. Belirtiler: ateş, ishal, karın krampları, mide bulantısı, kusma."
Genel Dahiliye,Zona Hastalığı,sinir yolunu takip eden ağrılı döküntü,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hastalık: Zona Hastalığı. Bölüm: Genel Dahiliye. Belirtiler: sinir yolunu takip eden ağrılı döküntü.
Enfeksiyon Hastalıkları,Tüberküloz,geçmeyen öksürük,ateş,gece terlemeleri,kilo kaybı,yorgunluk,göğüs ağrısı,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Tüberküloz. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: geçmeyen öksürük, ateş, gece terlemeleri, kilo kaybı, yorgunluk, göğüs ağrısı."
Enfeksiyon Hastalıkları,İdrar Yolu Enfeksiyonu,ağrılı idrar yapma,yanma,sık idrara çıkma,idrara çıkma aciliyeti,idrarda kan,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: İdrar Yolu Enfeksiyonu. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: ağrılı idrar yapma, yanma, sık idrara çıkma, idrara çıkma aciliyeti, idrarda kan."
Genel Dahiliye,Varisli Damarlar,şişmiş,çatlak damarlar,genellikle bacaklarda,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Varisli Damarlar. Bölüm: Genel Dahiliye. Belirtiler: şişmiş, çatlak damarlar, genellikle bacaklarda."
Dermatoloji,Siğiller,kabarık,ciltte pütürlü ve sert büyümeler,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Siğiller. Bölüm: Dermatoloji. Belirtiler: kabarık, ciltte pütürlü ve sert büyümeler."
Enfeksiyon Hastalıkları,Mantar Enfeksiyonu,kaşıntı,yanma,vajinor penisinden akıntı,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Mantar Enfeksiyonu. Bölüm: Enfeksiyon Hastalıkları. Belirtiler: kaşıntı, yanma, vajinor penisinden akıntı."
Göz Hastalıkları,Akantamoebkeratit,ağrı,kızarıklık,göz iltihabı,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Akantamoebkeratit. Bölüm: Göz Hastalıkları. Belirtiler: ağrı, kızarıklık, göz iltihabı."
Genel Cerrahi,Akut Apandisit,sağ alt karın bölgesinde ağrı,mide bulantısı,kusma,ateş,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Akut Apandisit. Bölüm: Genel Cerrahi. Belirtiler: sağ alt karın bölgesinde ağrı, mide bulantısı, kusma, ateş."
Nefroloji,Akut Böbrek Yetmezliği,böbrek fonksiyonunda azalma,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hastalık: Akut Böbrek Yetmezliği. Bölüm: Nefroloji. Belirtiler: böbrek fonksiyonunda azalma.
Kardiyoloji,Aort Anevrizması,aort duvarındaki çıkıntı,vücuttaki en büyük arter,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Aort Anevrizması. Bölüm: Kardiyoloji. Belirtiler: aort duvarındaki çıkıntı, vücuttaki en büyük arter."
Onkoloji,Kolon Kanseri,dışkı alışkanlıklarında değişiklik,ishalimsi,kabızlık,dışkı azalması,dışkıda kan,karın ağrısı,açıklanamayan kilo kaybı,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kolon Kanseri. Bölüm: Onkoloji. Belirtiler: dışkı alışkanlıklarında değişiklik, ishalimsi, kabızlık, dışkı azalması, dışkıda kan, karın ağrısı, açıklanamayan kilo kaybı."
Genel Dahiliye,Demans,hafıza kaybı,bilinç bulanıklığı,düşünme zorluğu,kişilik veya davranıştaki değişiklikler,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Demans. Bölüm: Genel Dahiliye. Belirtiler: hafıza kaybı, bilinç bulanıklığı, düşünme zorluğu, kişilik veya davranıştaki değişiklikler."
Genel Dahiliye,Ereksiyon Bozukluğu,erekte olamama,ereksiyon olma,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Ereksiyon Bozukluğu. Bölüm: Genel Dahiliye. Belirtiler: erekte olamama, ereksiyon olma."
Ortopedi,Fibromiyalji,geniş alana yayılmış ağrı,yorgunluk,hassasiyet,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Fibromiyalji. Bölüm: Ortopedi. Belirtiler: geniş alana yayılmış ağrı, yorgunluk, hassasiyet."
Göz Hastalıkları,Glokom,gözde optik sinire zarar verebilecek artan basınç,görme kaybına neden olma,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Glokom. Bölüm: Göz Hastalıkları. Belirtiler: gözde optik sinire zarar verebilecek artan basınç, görme kaybına neden olma."
Nöroloji,Parkinson Hastalığı,ellerde titremek,yavaş hareket,sertlik,dengede zorluk,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Parkinson Hastalığı. Bölüm: Nöroloji. Belirtiler: ellerde titremek, yavaş hareket, sertlik, dengede zorluk."
Gastroenteroloji,Peptik Ülser Hastalığı,üst karın bölgesinde ağrı,hazımsızlık,mide bulantısı,kusma,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Peptik Ülser Hastalığı. Bölüm: Gastroenteroloji. Belirtiler: üst karın bölgesinde ağrı, hazımsızlık, mide bulantısı, kusma."
Genel Dahiliye,Periferik Arter Hastalığı,ağrı,uyuşukluk ve hissizlik,kollarda veya bacaklarda karıncalanma,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Periferik Arter Hastalığı. Bölüm: Genel Dahiliye. Belirtiler: ağrı, uyuşukluk ve hissizlik, kollarda veya bacaklarda karıncalanma."
Üroloji,Prostat Kanseri,idrar yapma zorluğu,idrarda kan,sırtta veya kalçada ağrı,ereksiyon bozukluğu,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Prostat Kanseri. Bölüm: Üroloji. Belirtiler: idrar yapma zorluğu, idrarda kan, sırtta veya kalçada ağrı, ereksiyon bozukluğu."
